編號,地段位置或門牌,社區簡稱,交易日期,總價(萬元),單價(萬元/坪),總面積(坪),主建物佔比,型態,屋齡,樓別/樓高,主要用途,交易標的,交易筆棟數,建物現況格局,車位總價(萬元),管理組織,電梯,備註,,
2011,安南區安中路一段７０２巷９８之３號,,113/04/15,260,8.2,31.77,78.28%,公寓(5樓含以下無電梯),43,四層/四層,住家用,房地(土地+建物),土:14 建物:1 車位:0,2房2廳2衛,,無,無,,,
2012,安南區本原街一段９７巷９３弄３３號五樓之６,,113/04/19,920,32.3,28.67,68.13%,華廈(10層含以下有電梯),1,五層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳2衛,140,有,有,,,
2013,安南區功安四街７號三樓之１,,113/04/26,"1,301",30.8,40.66,64.67%,華廈(10層含以下有電梯),1,三層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,170,有,有,,,
2014,安南區永續十八街６７號九樓之３,邰欣地堡67期,113/04/23,"1,030",29.6,34.75,58.41%,住宅大樓(11層含以上有電梯),1,九層/十三層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,2房2廳1衛,,有,有,,,
2015,安南區環館路３６０巷１１號,,113/04/21,"3,350",,95.51,,透天厝,4,全/四層,住家用,房地(土地+建物),土:4 建物:1 車位:0,6房2廳4衛,,有,有,,,
2016,安南區長溪路三段３９５號,,113/04/07,"1,245",,28.57,,透天厝,35,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳2衛,,無,無,頂樓加蓋;其他增建;,,
2017,安南區怡安路一段３２８巷３６號,,113/04/11,"1,715",,55.29,,透天厝,11,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳3衛,,無,無,其他增建;,,
2018,安南區永續三街８６號一樓之２,天慕,113/04/04,"1,330",23.9,55.68,65.66%,住宅大樓(11層含以上有電梯),4,一層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,3房2廳2衛,,有,有,,,
2019,安南區樂活十二街６６巷２號,,113/04/20,"1,818",,44.21,,透天厝,1,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳3衛,,有,無,,,
2020,安南區城北路２３４巷１３０弄１１號,,113/04/16,"1,280",,49.03,,透天厝,1,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,有,無,,,
2021,安南區環館三路２５號,,113/04/22,"2,775",,103.28,,透天厝,12,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳5衛,,有,有,,,
2022,安南區北汕尾二路８００巷９弄３６號,,113/04/19,320,,31.18,,透天厝,41,全/二層,住家用,房地(土地+建物),土:4 建物:1 車位:0,4房2廳3衛,,無,無,,,
2023,安南區公學路七段１１８號,,113/04/15,"1,568",,46.33,,透天厝,1,全/三層,住商用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳4衛,,無,無,,,
2024,安南區仁安六街２６號八樓之５,好建築,113/04/04,940,27.8,33.84,64.95%,華廈(10層含以下有電梯),7,八層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
2025,安南區府安路七段９３巷２５之１號,,113/04/27,"2,380",,51.98,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳4衛,,無,無,含裝潢費;,,
2026,安南區環館三路１３巷３０弄６０號,,113/04/07,"1,880",,59.05,,透天厝,12,全/四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,4房2廳4衛,,有,無,,,
2027,安南區府安路四段１７６巷１７號,,113/04/01,"1,480",,33.08,,透天厝,43,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳6衛,,無,無,頂樓加蓋;其他增建;,,
2028,安南區北安路三段４２６號,,113/04/24,"1,950",,99.76,,透天厝,29,全/四層,住商用,房地(土地+建物),土:1 建物:1 車位:0,6房2廳7衛,,無,無,其他增建;,,
2029,安南區永續十八街４０號十五樓,水雲川,113/04/20,760,29,26.25,54.36%,住宅大樓(11層含以上有電梯),2,十五層/十七層,住家用,房地(土地+建物),土:1 建物:1 車位:0,1房1廳1衛,,有,有,,,
2030,安南區安興街３５１巷１６號,,113/04/19,"1,295",,55.97,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
2031,安南區永續三街２６０號二樓之１,佳展大景,113/04/15,860,23.8,36.10,59.79%,住宅大樓(11層含以上有電梯),3,二層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
2032,安南區郡安路四段２７８巷６弄１８號三樓,長谷鳳凰城A區,113/04/13,900,22,40.96,54.23%,住宅大樓(11層含以上有電梯),26,三層/十三層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2033,安南區永續十八街３８號十二樓,水雲川,113/04/05,"1,450",29.9,48.50,54.33%,住宅大樓(11層含以上有電梯),2,十二層/十七層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2034,安南區頂順五街２２號九樓之２,,113/04/17,"1,420",33.8,47.82,61.00%,華廈(10層含以下有電梯),1,九層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,155,有,有,,,
2035,安南區安興街２２３號,,113/04/17,"1,256",,46.17,,透天厝,9,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳4衛,,無,無,其他增建;,,
2036,安南區永續二十二街１５８巷７號,,113/04/13,"1,950",,52.47,,透天厝,1,全/三層,住家用,房地(土地+建物),土:4 建物:1 車位:0,4房2廳4衛,,無,無,陽台外推;頂樓加蓋;其他增建;,,
2037,安南區永續十八街６９號十二樓之５,邰欣地堡67期,113/04/13,"1,408",33,43.97,59.10%,住宅大樓(11層含以上有電梯),1,十二層/十三層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,3房2廳2衛,175,有,有,含裝潢費;,,
2038,安南區北安路四段２４６號,,113/04/11,"3,250",,99.50,,透天厝,4,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳5衛,,無,有,,,
2039,安南區理安街１９７號,,113/04/01,535,,32.59,,透天厝,43,全/二層,住商用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳2衛,,無,無,,,
2040,安南區溪東一街２１號四樓,佳晟家成,113/04/07,"1,000",30.5,32.79,60.83%,住宅大樓(11層含以上有電梯),2,四層/十三層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房1廳1衛,,有,有,,,
2041,安南區永續十八街７１號,,113/04/04,"2,200",,52.15,,透天厝,1,全/三層,住家用,房地(土地+建物),土:3 建物:1 車位:0,4房2廳4衛,,無,無,其他增建;,,
2042,安南區北安路三段３９６巷６０號,,113/04/11,"1,420",,66.65,,透天厝,26,全/四層,住商用,房地(土地+建物),土:1 建物:1 車位:0,6房2廳4衛,,無,無,其他增建;,,
2043,安南區樂活一街６８號十九樓,,113/04/19,"2,200",30.3,72.60,53.56%,住宅大樓(11層含以上有電梯),,十九層/二十七層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2044,安南區北安路二段４９３號十二樓之７,,113/04/16,"1,260",28.2,44.73,57.54%,住宅大樓(11層含以上有電梯),1,十二層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2045,安南區公學路二段２７７號,,113/04/19,"1,568",,47.65,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
2046,安南區公學路二段２７５巷５０號,,113/04/03,"1,550",,50.29,,透天厝,,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳4衛,,無,無,,,
2047,安南區生態二街６６號三樓之２,在水一方,113/04/24,"2,250",27.4,90.42,55.16%,住宅大樓(11層含以上有電梯),3,三層/十九層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,3房2廳3衛,210,有,有,,,
2048,安南區安中路四段２１１巷２６弄９３號,,113/04/09,"1,430",,45.48,,透天厝,1,全/四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,3房2廳4衛,,有,無,,,
2049,安南區北安路三段５０６號四樓之３,摩登世紀2,113/04/09,925,26.1,35.47,64.28%,華廈(10層含以下有電梯),6,四層/九層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳2衛,,有,有,其他增建;,,
2050,安南區安吉路一段４５７巷２５號,,113/04/29,"1,680",,65.06,,透天厝,16,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳4衛,,無,無,其他增建;,,
2051,安南區郡安路四段２７８巷６弄１２號三樓,長谷鳳凰城A區,113/04/03,280,7,39.82,69.11%,住宅大樓(11層含以上有電梯),26,三層/十三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,有,有,親友、員工、共有人或其他特殊關係間之交易;,,
2052,安南區國安街１５５巷４８弄１１號,,113/04/18,840,,30.74,,透天厝,44,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳2衛,,無,無,,,
2053,安南區長和路二段１７３號,,113/04/29,"2,480",,63.26,,透天厝,9,全/三層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,其他增建;,,
2054,安南區樂活一街５６號四樓,,113/04/20,"1,080",23.9,45.17,53.89%,住宅大樓(11層含以上有電梯),,四層/二十七層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳2衛,,有,有,,,
2055,安南區泰安街１６巷２５號,,113/04/01,"3,188",,75.32,,透天厝,7,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳5衛,,無,無,,,
2056,安南區長和路二段１４０巷１８５弄５８號,,113/04/30,"1,569",,59.80,,透天厝,12,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,其他增建;,,
2057,安南區城北路２３４巷１３０弄１２號,,113/04/25,"1,270",,46.93,,透天厝,1,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,有,無,,,
2058,安南區十二佃路１４０巷８號,,113/04/20,"1,745",,49.39,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房3廳4衛,,無,無,陽台外推;其他增建;,,
2059,安南區樂活一街６０號四樓,,113/04/24,950,25.8,36.86,52.20%,住宅大樓(11層含以上有電梯),,四層/二十七層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,2房1廳1衛,,有,有,,,
2060,安南區公學路五段５２７巷１６弄２６號,,113/04/26,"1,350",,81.50,,透天厝,33,全/二層,住家用,房地(土地+建物),土:3 建物:1 車位:0,5房2廳4衛,,無,無,頂樓加蓋;,,
2061,安南區安昌街１７４巷１９１弄１８號,,113/04/24,281.46,,38.86,,透天厝,38,全/二層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳2衛,,無,無,買賣視為贈與，實為贈與親友、員工、共有人或其他特殊關係間之交易;,,
2062,安南區同安路４１０號十五樓之１,怡情玉樓,113/04/19,720,16.3,44.20,75.48%,住宅大樓(11層含以上有電梯),27,十五層/十八層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2063,安南區義吉街２５號四樓,,113/04/24,988,28,35.35,59.67%,住宅大樓(11層含以上有電梯),1,四層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
2064,安南區海佃路一段３２０巷１５號,,113/04/28,935,,26.30,,透天厝,46,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,6房2廳2衛,,無,無,其他增建;,,
2065,安南區敬安街１１號三樓之１,北安大地甲區,113/04/24,400,15.1,26.57,71.68%,住宅大樓(11層含以上有電梯),29,三層/十五層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳2衛,,有,有,,,
2066,安南區國安街５６巷１４１弄１０３號,,113/04/21,850,,31.64,,透天厝,43,全/二層,住商用,房地(土地+建物),土:2 建物:1 車位:0,4房3廳2衛,,無,無,頂樓加蓋;其他增建;,,
2067,安南區安中路四段２１１巷７０號,,113/04/20,"1,830",,49.54,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳3衛,,有,無,,,
2068,安南區永續二十二街１８２號,邰欣地堡69期,113/04/28,"2,588",,66.94,,透天厝,1,全/四層,住商用,房地(土地+建物),土:3 建物:1 車位:0,3房2廳5衛,,有,無,,,
2069,安南區安和路四段１４９巷３號三樓之１,,113/04/27,"1,155",27.9,41.42,55.39%,華廈(10層含以下有電梯),1,三層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2070,安南區永續二十二街１９８號,邰欣地堡69期,113/04/15,"2,810",,69.30,,透天厝,1,全/四層,住商用,房地(土地+建物),土:3 建物:1 車位:0,3房2廳5衛,,有,無,,,
2071,安南區安生街１０巷１４號,,113/04/03,560,,32.06,,透天厝,38,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,無,無,其他增建;,,
2072,安南區田五街８２號,,113/04/15,880,,55.39,,透天厝,23,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,7房2廳4衛,,無,無,含租約;,,
2073,安南區安中路六段２０６號,,113/04/24,240,,26.93,,透天厝,49,全/三層,住商用,房地(土地+建物),土:2 建物:1 車位:0,3房1廳1衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;未登記建物;具重建或重劃、都更等效益;,,
2074,安南區樂活六街１９號,,113/04/11,"3,200",,84.50,,透天厝,2,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳7衛,,無,有,其他增建;,,
2075,安南區永續十八街６９號十一樓之５,邰欣地堡67期,113/04/13,"1,194",28.4,43.97,59.10%,住宅大樓(11層含以上有電梯),1,十一層/十三層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,3房2廳2衛,135,有,有,,,
2076,安南區生態二街７０號一樓之３,天席,113/04/14,"1,030",29.1,35.38,58.08%,住宅大樓(11層含以上有電梯),2,一層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,其他增建;,,
2077,安南區宜居二路１８０號,,113/04/09,"2,530",,64.07,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳5衛,,無,無,,,
2078,安南區永續三街２６８號十二樓之３,佳展大景,113/04/04,"1,280",28.2,45.37,60.04%,住宅大樓(11層含以上有電梯),3,十二層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
2079,安南區永續十街３３號,,113/04/22,"2,288",,65.77,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳5衛,,無,無,,,
2080,安南區安中路二段７１巷５０號三樓之６,,113/04/27,"1,380",32.8,43.25,62.72%,華廈(10層含以下有電梯),,三層/六層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房1廳2衛,170,有,有,,,
2081,安南區義安街１８０號,,113/04/30,680,,32.93,,透天厝,43,全/二層,住商用,房地(土地+建物),土:3 建物:1 車位:0,3房2廳2衛,,無,無,,,
2082,安南區安昌街１０６巷３５號,,113/04/29,"1,450",,47.41,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
2083,安南區安和路一段４７８巷４６弄１５號二樓,安東庭園,113/04/22,343,6.2,55.45,73.21%,公寓(5樓含以下無電梯),30,"二層,三層/五層",住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,4房1廳3衛,,有,無,親友、員工、共有人或其他特殊關係間之交易;,,
2084,安南區環館路３６４巷１８號,,113/04/24,"2,450",,81.63,,透天厝,4,全/四層,住家用,房地(土地+建物),土:4 建物:1 車位:0,4房2廳3衛,,有,有,頂樓加蓋;其他增建;,,
2085,安南區安中路一段１８９巷１１號,,113/04/26,560,,22.60,,透天厝,47,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳2衛,,無,無,頂樓加蓋;其他增建;,,
2086,安南區安昌街１０６巷３７號,,113/04/30,"1,401",,47.41,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
2087,安南區義吉街２５號二樓,,113/04/28,970,27.4,35.35,59.67%,住宅大樓(11層含以上有電梯),1,二層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
2088,安南區安和路一段１５９巷８５弄１號,,113/04/14,"1,450",,36.34,,透天厝,45,全/三層,住商用,房地(土地+建物),土:2 建物:1 車位:0,6房4廳4衛,,無,無,其他增建;(包含)公共設施保留地(用地);,,
2089,安南區郡安路六段３３６巷２３號,,113/04/20,"2,200",,52.76,,透天厝,1,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,其他增建;,,
2090,安南區環館北路８４９巷６弄５號,太子綠世紀,113/04/25,"1,950",,76.67,,透天厝,15,全/四層,住家用,房地(土地+建物)+車位,土:5 建物:1 車位:1,4房2廳3衛,,無,無,未登記建物;,,
2091,安南區城西街二段６０巷３弄１１號,,113/04/29,"1,180",,48.02,,透天厝,,全/三層,住家用,房地(土地+建物),土:3 建物:1 車位:0,4房2廳3衛,,無,無,,,
2092,安南區北安路二段４８９號七樓之１,,113/04/12,665,14.6,45.57,61.40%,住宅大樓(11層含以上有電梯),1,七層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,2房2廳1衛,,有,有,,,
2093,安南區城北路２３４巷１３０弄１０號,,113/04/15,"1,260",,46.93,,透天厝,1,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,有,無,,,
2094,安南區郡安路五段１６４巷８弄２２號,,113/04/09,850,,34.54,,透天厝,32,全/二層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳3衛,,無,無,頂樓加蓋;其他增建;,,
